geo country;vehicle age;powertrain;number of registered vehicles
Switzerland;18;G-HEV;1384
Switzerland;18;LPG;21
Switzerland;19;BEV;14
Switzerland;19;CNG;294
Switzerland;19;Diesel;26990
Switzerland;19;CNG;1
Switzerland;19;Gasoline;75587
Switzerland;19;G-HEV;1240
Switzerland;19;LPG;15
Switzerland;19;Other;1
Switzerland;20;BEV;6
Switzerland;20;CNG;154
Switzerland;20;Diesel;19283
Switzerland;20;CNG;1
Switzerland;20;Gasoline;64581
Switzerland;20;G-HEV;763
Switzerland;20;LPG;14
Switzerland;20;Other;3
Switzerland;21;BEV;8
Switzerland;21;CNG;32
Switzerland;21;Diesel;14440
Switzerland;21;D-HEV;1
Switzerland;21;Gasoline;50949
Switzerland;21;G-HEV;1
Switzerland;21;G-HEV;439
Switzerland;21;LPG;10
Switzerland;21;Other;6
Switzerland;22;BEV;7
Switzerland;22;CNG;26
Switzerland;22;Diesel;11432
Switzerland;22;D-HEV;1
Switzerland;22;CNG;2
Switzerland;22;Gasoline;43552
Switzerland;22;G-HEV;1
Switzerland;22;G-HEV;103
Switzerland;22;LPG;7
Switzerland;22;Other;2
Switzerland;23;BEV;9
Switzerland;23;CNG;13
Switzerland;23;Diesel;8102
Switzerland;23;D-HEV;1
Switzerland;23;CNG;1
Switzerland;23;Gasoline;36096
Switzerland;23;G-HEV;7
Switzerland;23;LPG;4
Switzerland;23;Other;3
Switzerland;24;BEV;14
Switzerland;24;CNG;19
Switzerland;24;Diesel;6301
Switzerland;24;Gasoline;31257
Switzerland;24;G-HEV;6
Switzerland;24;LPG;4
Switzerland;24;Other;1
Switzerland;25;BEV;6
Switzerland;25;CNG;2
Switzerland;25;Diesel;4525
Switzerland;25;Gasoline;27154
Switzerland;25;G-HEV;10
Switzerland;25;LPG;1
Switzerland;25;Other;5
Switzerland;26;BEV;3
Switzerland;26;Diesel;3034
Switzerland;26;Gasoline;22871
Switzerland;26;G-HEV;12
Switzerland;26;LPG;1
Switzerland;26;Other;13
Switzerland;27;BEV;8
Switzerland;27;CNG;1
Switzerland;27;Diesel;2106
Switzerland;27;Gasoline;17857
Switzerland;27;LPG;2
Switzerland;27;Other;21
Switzerland;28;BEV;10
Switzerland;28;CNG;4
Switzerland;28;Diesel;1458
Switzerland;28;Gasoline;13701
Switzerland;28;LPG;4
Switzerland;28;Other;18
Switzerland;29;BEV;4
Switzerland;29;CNG;1
Switzerland;29;Diesel;952
Switzerland;29;Gasoline;9803
Switzerland;29;LPG;1
Switzerland;29;Other;16
Switzerland;30;BEV;7
Switzerland;30;Diesel;657
Switzerland;30;Gasoline;5563
Switzerland;30;Other;19
Switzerland;31;BEV;11
Switzerland;31;Diesel;328
Switzerland;31;Gasoline;3234
Switzerland;31;G-HEV;1
Switzerland;31;Other;15
Switzerland;32;BEV;4
Switzerland;32;Diesel;308
Switzerland;32;Gasoline;2725
Switzerland;32;G-HEV;1
Switzerland;32;Other;7
Switzerland;33;BEV;3
Switzerland;33;Diesel;234
Switzerland;33;Gasoline;2417
Switzerland;33;LPG;1
Switzerland;33;Other;7
Switzerland;34;BEV;8
Switzerland;34;Diesel;249
Switzerland;34;Gasoline;2774
Switzerland;34;G-HEV;1
Switzerland;34;LPG;1
Switzerland;34;Other;5
Switzerland;35;BEV;4
Switzerland;35;Diesel;268
Switzerland;35;Gasoline;3166
Switzerland;35;LPG;1
Switzerland;35;Other;8
Switzerland;36;BEV;5
Switzerland;36;Diesel;289
Switzerland;36;Gasoline;2876
Switzerland;36;G-HEV;1
Switzerland;36;LPG;1
Switzerland;36;Other;10
Switzerland;37;BEV;2
Switzerland;37;Diesel;194
Switzerland;37;Gasoline;2325
Switzerland;37;LPG;1
Switzerland;37;Other;6
Switzerland;38;Diesel;202
Switzerland;38;Gasoline;1950
Switzerland;38;Other;4
Switzerland;39;BEV;1
Switzerland;39;Diesel;186
Switzerland;39;Gasoline;2206
Switzerland;39;G-HEV;1
Switzerland;39;Other;4
Switzerland;40;BEV;1
Switzerland;40;Diesel;132
Switzerland;40;Gasoline;2671
Switzerland;40;Other;6
Switzerland;41;BEV;3
Switzerland;41;Diesel;68
Switzerland;41;Gasoline;2158
Switzerland;41;G-HEV;1
Switzerland;41;Other;7
Switzerland;42;BEV;2
Switzerland;42;Diesel;68
Switzerland;42;Gasoline;1946
Switzerland;43;Diesel;71
Switzerland;43;Gasoline;2160
Switzerland;43;G-HEV;1
Switzerland;43;LPG;1
Switzerland;43;Other;3
Switzerland;44;BEV;1
Switzerland;44;Diesel;69
Switzerland;44;Gasoline;2392
Switzerland;44;Other;2
Switzerland;45;BEV;1
Switzerland;45;Diesel;30
Switzerland;45;Gasoline;1932
Switzerland;45;Other;4
Switzerland;46;Diesel;16
Switzerland;46;Gasoline;1733
Switzerland;46;Other;6
Switzerland;47;BEV;1
Switzerland;47;Diesel;17
Switzerland;47;Gasoline;1988
Switzerland;47;Other;4
Switzerland;48;BEV;3
Switzerland;48;Diesel;17
Switzerland;48;CNG;1
Switzerland;48;Gasoline;1832
Switzerland;48;G-HEV;1
Switzerland;48;LPG;1
Switzerland;48;Other;10
Switzerland;49;BEV;2
Switzerland;49;Diesel;11
Switzerland;49;Gasoline;1448
Switzerland;49;Other;3
Switzerland;50;BEV;1
Switzerland;50;Diesel;6
Switzerland;50;Gasoline;1404
Switzerland;50;Other;5
Switzerland;51;Diesel;12
Switzerland;51;Gasoline;1543
Switzerland;51;Other;9
Switzerland;52;CNG;1
Switzerland;52;Diesel;14
Switzerland;52;Gasoline;2124
Switzerland;52;Other;11
Switzerland;53;BEV;2
Switzerland;53;Diesel;5
Switzerland;53;Gasoline;2991
Switzerland;53;G-HEV;1
Switzerland;53;Other;17
Switzerland;54;BEV;1
Switzerland;54;Diesel;16
Switzerland;54;Gasoline;3245
Switzerland;54;Other;15
Switzerland;55;BEV;1
Switzerland;55;Diesel;13
Switzerland;55;Gasoline;3006
Switzerland;55;Other;18
Switzerland;56;BEV;3
Switzerland;56;Diesel;19
Switzerland;56;Gasoline;2991
Switzerland;56;G-HEV;1
Switzerland;56;Other;22
Switzerland;57;BEV;4
Switzerland;57;Diesel;28
Switzerland;57;Gasoline;2750
Switzerland;57;Other;15
Switzerland;58;BEV;1
Switzerland;58;Diesel;23
Switzerland;58;Gasoline;2511
Switzerland;58;Other;14
Switzerland;59;BEV;1
Switzerland;59;Diesel;34
Switzerland;59;Gasoline;2571
Switzerland;59;G-HEV;1
Switzerland;59;Other;22
Switzerland;60;Diesel;52
Switzerland;60;Gasoline;2227
Switzerland;60;G-HEV;1
Switzerland;60;Other;20
Switzerland;61;Diesel;71
Switzerland;61;Gasoline;1916
Switzerland;61;G-HEV;1
Switzerland;61;Other;16
Switzerland;62;Diesel;76
Switzerland;62;Gasoline;1438
Switzerland;62;Other;17
Switzerland;63;Diesel;62
Switzerland;63;Gasoline;1333
Switzerland;63;G-HEV;1
Switzerland;63;Other;9
Switzerland;64;BEV;1
Switzerland;64;Diesel;43
Switzerland;64;Gasoline;1194
Switzerland;64;Other;15
Switzerland;65;Diesel;48
Switzerland;65;Gasoline;1099
Switzerland;65;Other;9
Switzerland;66;BEV;1
Switzerland;66;Diesel;29
Switzerland;66;Gasoline;972
Switzerland;66;Other;10
Switzerland;67;Diesel;39
Switzerland;67;Gasoline;1043
Switzerland;67;Other;22
Switzerland;68;Diesel;32
Switzerland;68;Gasoline;886
Switzerland;68;G-HEV;1
Switzerland;68;Other;10
Switzerland;69;Diesel;20
Switzerland;69;Gasoline;715
Switzerland;69;Other;6
Switzerland;70;Diesel;9
Switzerland;70;Gasoline;765
Switzerland;70;G-HEV;1
Switzerland;70;Other;6
Switzerland;71;Diesel;10
Switzerland;71;Gasoline;751
Switzerland;71;Other;15
Switzerland;72;Diesel;9
Switzerland;72;Gasoline;589
Switzerland;72;Other;10
Switzerland;73;Diesel;6
Switzerland;73;Gasoline;598
Switzerland;73;Other;6
Switzerland;74;CNG;1
Switzerland;74;Diesel;15
Switzerland;74;Gasoline;443
Switzerland;74;Other;8
Switzerland;75;Diesel;10
Switzerland;75;Gasoline;396
Switzerland;75;Other;10
Switzerland;76;Diesel;15
Switzerland;76;Gasoline;419
Switzerland;76;Other;5
Switzerland;77;Diesel;8
Switzerland;77;Gasoline;321
Switzerland;77;Other;5
Switzerland;78;Diesel;13
Switzerland;78;Gasoline;330
Switzerland;78;Other;10
Switzerland;79;Diesel;6
Switzerland;79;Gasoline;220
Switzerland;79;Other;5
Switzerland;80;Diesel;2
Switzerland;80;Gasoline;96
Switzerland;80;Other;1
Switzerland;81;Gasoline;30
Switzerland;82;Diesel;2
Switzerland;82;Gasoline;168
Switzerland;82;Other;6
Switzerland;83;Diesel;1
Switzerland;83;Gasoline;80
Switzerland;83;Other;2
Switzerland;84;Gasoline;76
Switzerland;84;Other;3
Switzerland;85;Gasoline;39
Switzerland;85;Other;1
Switzerland;86;Gasoline;42
Switzerland;87;Gasoline;106
Switzerland;87;Other;3
Switzerland;88;Gasoline;137
Switzerland;88;Other;4
Switzerland;89;Diesel;1
Switzerland;89;Gasoline;130
Switzerland;89;Other;6
Switzerland;90;Diesel;1
Switzerland;90;Gasoline;119
Switzerland;90;Other;3
Switzerland;91;Gasoline;137
Switzerland;91;G-HEV;1
Switzerland;91;Other;4
Switzerland;92;Diesel;1
Switzerland;92;Gasoline;149
Switzerland;92;G-HEV;1
Switzerland;92;Other;3
Switzerland;93;Gasoline;116
Switzerland;93;Other;5
Switzerland;94;BEV;2
Switzerland;94;Diesel;1
Switzerland;94;Gasoline;158
Switzerland;94;Other;3
Switzerland;95;Diesel;1
Switzerland;95;Gasoline;129
Switzerland;95;Other;6
Switzerland;96;Diesel;1
Switzerland;96;Gasoline;139
Switzerland;96;Other;6
Switzerland;97;Gasoline;135
Switzerland;97;Other;7
Switzerland;98;Diesel;3
Switzerland;98;Gasoline;104
Switzerland;98;Other;1
Switzerland;99;Gasoline;59
Switzerland;99;Other;2
Switzerland;100;Gasoline;66
Switzerland;100;G-HEV;1
Switzerland;100;Other;2
Switzerland;101;Diesel;1
Switzerland;101;Gasoline;52
Switzerland;101;Other;3
Switzerland;102;Gasoline;30
Switzerland;102;Other;1
Switzerland;103;Gasoline;29
Switzerland;104;BEV;1
Switzerland;104;Gasoline;15
Switzerland;105;Gasoline;9
Switzerland;106;Gasoline;5
Switzerland;107;Gasoline;4
Switzerland;108;Gasoline;2
Switzerland;109;Gasoline;7
Switzerland;110;Gasoline;7
Switzerland;111;Gasoline;9
Switzerland;112;Gasoline;11
Switzerland;112;Other;1
Switzerland;113;Gasoline;10
Switzerland;114;Gasoline;11
Switzerland;115;Gasoline;5
Switzerland;115;Other;1
Switzerland;116;Gasoline;6
Switzerland;117;BEV;1
Switzerland;117;Gasoline;3
Switzerland;118;Gasoline;5
Switzerland;119;Gasoline;1
Switzerland;120;Gasoline;1
Switzerland;121;BEV;1
Switzerland;123;Diesel;1
Switzerland;123;Gasoline;6
Switzerland;124;Gasoline;1
Switzerland;125;Gasoline;2
Switzerland;126;Gasoline;6
Switzerland;128;Gasoline;1
Switzerland;1;Total;234588
Switzerland;2;Total;250278
Switzerland;3;Total;268193
Switzerland;4;Total;241149
Switzerland;5;Total;250633
Switzerland;6;Total;247386
Switzerland;7;Total;315572
Switzerland;8;Total;289977
Switzerland;9;Total;292729
Switzerland;10;Total;284746
Switzerland;11;Total;276836
Switzerland;12;Total;245200
Switzerland;13;Total;232625
Switzerland;14;Total;230266
Switzerland;15;Total;206982
Switzerland;16;Total;166444
Switzerland;17;Total;131229
Switzerland;18;Total;122457
Switzerland;19;Total;104613
Switzerland;20;Total;84824
Switzerland;21;Total;65889
Switzerland;22;Total;55136
Switzerland;23;Total;44237
Switzerland;24;Total;37602
Switzerland;25;Total;31706
Switzerland;26;Total;25935
Switzerland;27;Total;19996
Switzerland;28;Total;15195
Switzerland;29;Total;10777
Switzerland;30;Total;6247
Switzerland;31;Total;3589
Switzerland;32;Total;3045
Switzerland;33;Total;2662
Switzerland;34;Total;3038
Switzerland;35;Total;3447
Switzerland;36;Total;3182
Switzerland;37;Total;2528
Switzerland;38;Total;2156
Switzerland;39;Total;2399
Switzerland;40;Total;2810
Switzerland;41;Total;2238
Switzerland;42;Total;2016
Switzerland;43;Total;2236
Switzerland;44;Total;2464
Switzerland;45;Total;1967
Switzerland;46;Total;1755
Switzerland;47;Total;2010
Switzerland;48;Total;1865
Switzerland;49;Total;1464
Switzerland;50;Total;1416
Switzerland;51;Total;1564
Switzerland;52;Total;2150
Switzerland;53;Total;3016
Switzerland;54;Total;3277
Switzerland;55;Total;3038
Switzerland;56;Total;3036
Switzerland;57;Total;2797
Switzerland;58;Total;2549
Switzerland;59;Total;2629
Switzerland;60;Total;2300
Switzerland;61;Total;2004
Switzerland;62;Total;1531
Switzerland;63;Total;1405
Switzerland;64;Total;1253
Switzerland;65;Total;1156
Switzerland;66;Total;1012
Switzerland;67;Total;1104
Switzerland;68;Total;929
Switzerland;69;Total;741
Switzerland;70;Total;781
Switzerland;71;Total;776
Switzerland;72;Total;608
Switzerland;73;Total;610
Switzerland;74;Total;467
Switzerland;75;Total;416
Switzerland;76;Total;439
Switzerland;77;Total;334
Switzerland;78;Total;353
Switzerland;79;Total;231
Switzerland;80;Total;99
Switzerland;81;Total;30
Switzerland;82;Total;176
Switzerland;83;Total;83
Switzerland;84;Total;79
Switzerland;85;Total;40
Switzerland;86;Total;42
Switzerland;87;Total;109
Switzerland;88;Total;141
Switzerland;89;Total;137
Switzerland;90;Total;123
Switzerland;91;Total;143
Switzerland;92;Total;154
Switzerland;93;Total;121
Switzerland;94;Total;164
Switzerland;95;Total;137
Switzerland;96;Total;146
Switzerland;97;Total;142
Switzerland;98;Total;108
Switzerland;99;Total;61
Switzerland;100;Total;69
Switzerland;101;Total;56
Switzerland;102;Total;31
Switzerland;103;Total;29
Switzerland;104;Total;16
Switzerland;105;Total;9
Switzerland;106;Total;5
Switzerland;107;Total;4
Switzerland;108;Total;2
Switzerland;109;Total;7
Switzerland;110;Total;7
Switzerland;111;Total;9
Switzerland;112;Total;12
Switzerland;113;Total;10
Switzerland;114;Total;11
Switzerland;115;Total;6
Switzerland;116;Total;6
Switzerland;117;Total;4
Switzerland;118;Total;5
Switzerland;119;Total;1
Switzerland;120;Total;1
Switzerland;121;Total;1
Switzerland;123;Total;7
Switzerland;124;Total;1
Switzerland;125;Total;2
Switzerland;126;Total;6
Switzerland;128;Total;1
Switzerland;38;BEV;0
Switzerland;43;BEV;0
