geo country;vehicle age;powertrain;number of registered vehicles
Netherlands;37;G-PHEV;0
Netherlands;38;G-PHEV;0
Netherlands;39;G-PHEV;0
Netherlands;40;G-PHEV;0
Netherlands;41;G-PHEV;0
Netherlands;42;G-PHEV;0
Netherlands;43;G-PHEV;0
Netherlands;44;G-PHEV;0
Netherlands;45;G-PHEV;0
Netherlands;46;G-PHEV;0
Netherlands;47;G-PHEV;0
Netherlands;48;G-PHEV;0
Netherlands;49;G-PHEV;0
Netherlands;50;G-PHEV;0
Netherlands;51;G-PHEV;0
Netherlands;52;G-PHEV;0
Netherlands;53;G-PHEV;0
Netherlands;54;G-PHEV;0
Netherlands;55;G-PHEV;0
Netherlands;56;G-PHEV;0
Netherlands;57;G-PHEV;0
Netherlands;58;G-PHEV;0
Netherlands;59;G-PHEV;0
Netherlands;60;G-PHEV;0
Netherlands;61;G-PHEV;0
Netherlands;62;G-PHEV;0
Netherlands;63;G-PHEV;0
Netherlands;64;G-PHEV;0
Netherlands;65;G-PHEV;0
Netherlands;66;G-PHEV;0
Netherlands;67;G-PHEV;0
Netherlands;68;G-PHEV;0
Netherlands;1;LPG;2135
Netherlands;2;LPG;2357
Netherlands;3;LPG;2283
Netherlands;4;LPG;2271
Netherlands;5;LPG;1945
Netherlands;6;LPG;737
Netherlands;7;LPG;1311
Netherlands;8;LPG;1497
Netherlands;9;LPG;1142
Netherlands;10;LPG;759
Netherlands;11;LPG;1336
Netherlands;12;LPG;2083
Netherlands;13;LPG;7739
Netherlands;14;LPG;6631
Netherlands;15;LPG;3507
Netherlands;16;LPG;2562
Netherlands;17;LPG;4268
Netherlands;18;LPG;3760
Netherlands;19;LPG;3579
Netherlands;20;LPG;3077
Netherlands;21;LPG;2495
Netherlands;22;LPG;2014
Netherlands;23;LPG;1722
Netherlands;24;LPG;1543
Netherlands;25;LPG;1215
Netherlands;26;LPG;917
Netherlands;27;LPG;991
Netherlands;28;LPG;935
Netherlands;29;LPG;539
Netherlands;30;LPG;367
Netherlands;31;LPG;171
Netherlands;32;LPG;158
Netherlands;33;LPG;158
Netherlands;34;LPG;124
Netherlands;35;LPG;116
Netherlands;36;LPG;105
Netherlands;37;LPG;90
Netherlands;38;LPG;86
Netherlands;39;LPG;235
Netherlands;40;LPG;213
Netherlands;41;LPG;341
Netherlands;42;LPG;483
Netherlands;43;LPG;455
Netherlands;44;LPG;521
Netherlands;45;LPG;667
Netherlands;46;LPG;969
Netherlands;47;LPG;1081
Netherlands;48;LPG;955
Netherlands;49;LPG;850
Netherlands;50;LPG;859
Netherlands;51;LPG;14
Netherlands;52;LPG;14
Netherlands;53;LPG;14
Netherlands;54;LPG;14
Netherlands;55;LPG;14
Netherlands;56;LPG;14
Netherlands;57;LPG;14
Netherlands;58;LPG;14
Netherlands;59;LPG;14
Netherlands;60;LPG;14
Netherlands;61;LPG;14
Netherlands;62;LPG;14
Netherlands;63;LPG;14
Netherlands;64;LPG;14
Netherlands;65;LPG;14
Netherlands;66;LPG;14
Netherlands;67;LPG;14
Netherlands;68;LPG;1
Netherlands;1;Other;3
Netherlands;2;Other;8
Netherlands;3;Other;42
Netherlands;4;Other;25
Netherlands;5;Other;19
Netherlands;6;Other;32
Netherlands;7;Other;21
Netherlands;8;Other;18
Netherlands;9;Other;17
Netherlands;10;Other;49
Netherlands;11;Other;57
Netherlands;12;Other;101
Netherlands;13;Other;23
Netherlands;14;Other;25
Netherlands;15;Other;20
Netherlands;16;Other;23
Netherlands;17;Other;15
Netherlands;18;Other;6
Netherlands;19;Other;16
Netherlands;20;Other;7
Netherlands;21;Other;5
Netherlands;22;Other;0
Netherlands;23;Other;0
Netherlands;24;Other;0
Netherlands;25;Other;0
Netherlands;26;Other;0
Netherlands;27;Other;0
Netherlands;28;Other;0
Netherlands;29;Other;0
Netherlands;30;Other;0
Netherlands;31;Other;0
Netherlands;32;Other;0
Netherlands;33;Other;0
Netherlands;34;Other;0
Netherlands;35;Other;0
Netherlands;36;Other;0
Netherlands;37;Other;0
Netherlands;38;Other;0
Netherlands;39;Other;0
Netherlands;40;Other;0
Netherlands;41;Other;0
Netherlands;42;Other;0
Netherlands;43;Other;0
Netherlands;44;Other;0
Netherlands;45;Other;0
Netherlands;46;Other;0
Netherlands;47;Other;0
Netherlands;48;Other;0
Netherlands;49;Other;0
Netherlands;50;Other;0
Netherlands;51;Other;0
Netherlands;52;Other;0
Netherlands;53;Other;0
Netherlands;54;Other;0
Netherlands;55;Other;0
Netherlands;56;Other;0
Netherlands;57;Other;0
Netherlands;58;Other;0
Netherlands;59;Other;0
Netherlands;60;Other;0
Netherlands;61;Other;0
Netherlands;62;Other;0
Netherlands;63;Other;0
Netherlands;64;Other;0
Netherlands;65;Other;0
Netherlands;66;Other;0
Netherlands;67;Other;0
Netherlands;68;Other;0
Netherlands;1;Total;377211
Netherlands;2;Total;399589
Netherlands;3;Total;385853
Netherlands;4;Total;442916
Netherlands;5;Total;453655
Netherlands;6;Total;511324
Netherlands;7;Total;519947
Netherlands;8;Total;485767
Netherlands;9;Total;441489
Netherlands;10;Total;452842
Netherlands;11;Total;410401
Netherlands;12;Total;419792
Netherlands;13;Total;464236
Netherlands;14;Total;492010
Netherlands;15;Total;434396
Netherlands;16;Total;349853
Netherlands;17;Total;348713
Netherlands;18;Total;315488
Netherlands;19;Total;285026
Netherlands;20;Total;226670
Netherlands;21;Total;196371
Netherlands;22;Total;155457
Netherlands;23;Total;121418
Netherlands;24;Total;88433
Netherlands;25;Total;73968
Netherlands;26;Total;51040
Netherlands;27;Total;33509
Netherlands;28;Total;24268
Netherlands;29;Total;17451
Netherlands;30;Total;12291
Netherlands;31;Total;9588
Netherlands;32;Total;8724
Netherlands;33;Total;10136
Netherlands;34;Total;9691
Netherlands;35;Total;7977
Netherlands;36;Total;6158
Netherlands;37;Total;5529
Netherlands;38;Total;8278
Netherlands;39;Total;11726
Netherlands;40;Total;8400
Netherlands;41;Total;7814
Netherlands;42;Total;8332
Netherlands;43;Total;6808
Netherlands;44;Total;5499
Netherlands;45;Total;5583
Netherlands;46;Total;7517
Netherlands;47;Total;7269
Netherlands;48;Total;6618
Netherlands;49;Total;5492
Netherlands;50;Total;6039
Netherlands;51;Total;6039
Netherlands;52;Total;6039
Netherlands;53;Total;6039
Netherlands;54;Total;6039
Netherlands;55;Total;6039
Netherlands;56;Total;6039
Netherlands;57;Total;6039
Netherlands;58;Total;6039
Netherlands;59;Total;6039
Netherlands;60;Total;6039
Netherlands;61;Total;6039
Netherlands;62;Total;6039
Netherlands;63;Total;6039
Netherlands;64;Total;6039
Netherlands;65;Total;6039
Netherlands;66;Total;6039
Netherlands;67;Total;6039
Netherlands;68;Total;585
Netherlands;1;HEV;105309
Netherlands;2;HEV;97579
Netherlands;3;HEV;94203
Netherlands;4;HEV;93590
Netherlands;5;HEV;65729
Netherlands;6;HEV;43031
Netherlands;7;HEV;32908
Netherlands;8;HEV;27287
Netherlands;9;HEV;16470
Netherlands;10;HEV;16692
Netherlands;11;HEV;14782
Netherlands;12;HEV;17253
Netherlands;13;HEV;14776
Netherlands;14;HEV;11037
Netherlands;15;HEV;9081
Netherlands;16;HEV;6500
Netherlands;17;HEV;3755
Netherlands;18;HEV;2100
Netherlands;19;HEV;1547
Netherlands;20;HEV;1291
Netherlands;21;HEV;529
Netherlands;22;HEV;10
Netherlands;23;HEV;13
Netherlands;24;HEV;56
Netherlands;25;HEV;7
Netherlands;26;HEV;0
Netherlands;27;HEV;0
Netherlands;28;HEV;0
Netherlands;29;HEV;0
Netherlands;30;HEV;0
Netherlands;31;HEV;0
Netherlands;32;HEV;0
Netherlands;33;HEV;0
Netherlands;34;HEV;0
Netherlands;35;HEV;0
Netherlands;36;HEV;0
Netherlands;37;HEV;0
Netherlands;38;HEV;0
Netherlands;39;HEV;0
Netherlands;40;HEV;0
Netherlands;41;HEV;0
Netherlands;42;HEV;0
Netherlands;43;HEV;0
Netherlands;44;HEV;0
Netherlands;45;HEV;0
Netherlands;46;HEV;0
Netherlands;47;HEV;0
Netherlands;48;HEV;0
Netherlands;49;HEV;0
Netherlands;50;HEV;0
Netherlands;51;HEV;0
Netherlands;52;HEV;0
Netherlands;53;HEV;0
Netherlands;54;HEV;0
Netherlands;55;HEV;0
Netherlands;56;HEV;0
Netherlands;57;HEV;0
Netherlands;58;HEV;0
Netherlands;59;HEV;0
Netherlands;60;HEV;0
Netherlands;61;HEV;0
Netherlands;62;HEV;0
Netherlands;63;HEV;0
Netherlands;64;HEV;0
Netherlands;65;HEV;0
Netherlands;66;HEV;0
Netherlands;67;HEV;0
Netherlands;68;HEV;0
Netherlands;1;PHEV;53431
Netherlands;2;PHEV;57741
Netherlands;3;PHEV;58911
Netherlands;4;PHEV;72466
Netherlands;5;PHEV;43418
Netherlands;6;PHEV;11098
Netherlands;7;PHEV;7876
Netherlands;8;PHEV;5048
Netherlands;9;PHEV;15886
Netherlands;10;PHEV;30826
Netherlands;11;PHEV;6943
Netherlands;12;PHEV;10018
Netherlands;13;PHEV;1411
Netherlands;14;PHEV;17
Netherlands;15;PHEV;18
Netherlands;16;PHEV;18
Netherlands;17;PHEV;40
Netherlands;18;PHEV;19
Netherlands;19;PHEV;91
Netherlands;20;PHEV;19
Netherlands;21;PHEV;7
Netherlands;22;PHEV;0
Netherlands;23;PHEV;1
Netherlands;24;PHEV;0
Netherlands;25;PHEV;0
Netherlands;26;PHEV;0
Netherlands;27;PHEV;0
Netherlands;28;PHEV;0
Netherlands;29;PHEV;0
Netherlands;30;PHEV;0
Netherlands;31;PHEV;0
Netherlands;32;PHEV;0
Netherlands;33;PHEV;0
Netherlands;34;PHEV;0
Netherlands;35;PHEV;0
Netherlands;36;PHEV;0
Netherlands;37;PHEV;0
Netherlands;38;PHEV;0
Netherlands;39;PHEV;0
Netherlands;40;PHEV;0
Netherlands;41;PHEV;0
Netherlands;42;PHEV;0
Netherlands;43;PHEV;0
Netherlands;44;PHEV;0
Netherlands;45;PHEV;0
Netherlands;46;PHEV;0
Netherlands;47;PHEV;0
Netherlands;48;PHEV;0
Netherlands;49;PHEV;0
Netherlands;50;PHEV;0
Netherlands;51;PHEV;0
Netherlands;52;PHEV;0
Netherlands;53;PHEV;0
Netherlands;54;PHEV;0
Netherlands;55;PHEV;0
Netherlands;56;PHEV;0
Netherlands;57;PHEV;0
Netherlands;58;PHEV;0
Netherlands;59;PHEV;0
Netherlands;60;PHEV;0
Netherlands;61;PHEV;0
Netherlands;62;PHEV;0
Netherlands;63;PHEV;0
Netherlands;64;PHEV;0
Netherlands;65;PHEV;0
Netherlands;66;PHEV;0
Netherlands;67;PHEV;0
Netherlands;68;PHEV;0
Denmark;1;Total;163338
Denmark;2;Total;139469
Denmark;3;Total;160782
Denmark;4;Total;154799
Denmark;5;Total;192753
Denmark;6;Total;173867
Denmark;7;Total;171943
Denmark;8;Total;177066
Denmark;9;Total;187065
Denmark;10;Total;180758
Denmark;11;Total;170593
Denmark;12;Total;152560
Denmark;13;Total;145649
Denmark;14;Total;130563
Denmark;15;Total;112469
Denmark;16;Total;91897
Denmark;17;Total;56278
Denmark;18;Total;63456
Denmark;19;Total;56732
Denmark;20;Total;49186
Denmark;21;Total;34160
Denmark;22;Total;21963
Denmark;23;Total;13153
Denmark;24;Total;12979
Denmark;25;Total;7688
Denmark;26;Total;7688
Denmark;27;Total;7688
Denmark;28;Total;7688
Denmark;29;Total;7688
Denmark;30;Total;7688
Denmark;31;Total;7688
Denmark;32;Total;7688
Denmark;33;Total;7688
Denmark;34;Total;7688
Denmark;35;Total;7688
Denmark;36;Total;7688
Denmark;37;Total;7688
Denmark;38;Total;578
Denmark;39;Total;0
Denmark;40;Total;0
Denmark;41;Total;0
Denmark;42;Total;0
Denmark;43;Total;0
Denmark;44;Total;0
Denmark;45;Total;0
Denmark;1;Gasoline;23511
Denmark;2;Gasoline;29625
Denmark;3;Gasoline;44190
Denmark;4;Gasoline;43422
Denmark;5;Gasoline;66106
Denmark;6;Gasoline;89152
Denmark;7;Gasoline;117468
Denmark;8;Gasoline;116890
Denmark;9;Gasoline;124215
Denmark;10;Gasoline;122285
Denmark;11;Gasoline;118916
Denmark;12;Gasoline;109422
Denmark;13;Gasoline;105496
Denmark;14;Gasoline;85692
Denmark;15;Gasoline;67075
Denmark;16;Gasoline;57949
Denmark;17;Gasoline;39270
Denmark;18;Gasoline;45538
Denmark;19;Gasoline;45277
Denmark;20;Gasoline;43417
Denmark;21;Gasoline;30707
Denmark;22;Gasoline;19649
Denmark;23;Gasoline;11637
Denmark;24;Gasoline;11584
Denmark;25;Gasoline;6700
Denmark;26;Gasoline;6700
Denmark;27;Gasoline;6700
Denmark;28;Gasoline;6700
Denmark;29;Gasoline;6700
Denmark;30;Gasoline;6700
Denmark;31;Gasoline;6700
Denmark;32;Gasoline;6700
Denmark;33;Gasoline;6700
Denmark;34;Gasoline;6700
Denmark;35;Gasoline;6700
Denmark;36;Gasoline;6700
Denmark;37;Gasoline;6700
Denmark;38;Gasoline;6700
Denmark;39;Gasoline;2428
Denmark;40;Gasoline;0
Denmark;41;Gasoline;0
Denmark;42;Gasoline;0
Denmark;43;Gasoline;0
Denmark;44;Gasoline;0
Denmark;45;Gasoline;0
Denmark;1;Diesel;5036
Denmark;2;Diesel;3647
Denmark;3;Diesel;6122
Denmark;4;Diesel;6695
Denmark;5;Diesel;10815
Denmark;6;Diesel;26595
Denmark;7;Diesel;38516
Denmark;8;Diesel;51867
Denmark;9;Diesel;58113
Denmark;10;Diesel;56007
Denmark;11;Diesel;46830
Denmark;12;Diesel;41608
Denmark;13;Diesel;39687
Denmark;14;Diesel;44595
Denmark;15;Diesel;45255
Denmark;16;Diesel;33928
Denmark;17;Diesel;16967
Denmark;18;Diesel;17910
Denmark;19;Diesel;11449
Denmark;20;Diesel;5768
Denmark;21;Diesel;3452
Denmark;22;Diesel;2314
Denmark;23;Diesel;1513
Denmark;24;Diesel;1394
Denmark;25;Diesel;987
Denmark;26;Diesel;987
Denmark;27;Diesel;987
Denmark;28;Diesel;987
Denmark;29;Diesel;313
Denmark;30;Diesel;0
Denmark;31;Diesel;0
Denmark;32;Diesel;0
Denmark;33;Diesel;0
Denmark;34;Diesel;0
Denmark;35;Diesel;0
Denmark;36;Diesel;0
Denmark;37;Diesel;0
Denmark;38;Diesel;0
Denmark;39;Diesel;0
Denmark;40;Diesel;0
Denmark;41;Diesel;0
Denmark;42;Diesel;0
Denmark;43;Diesel;0
Denmark;44;Diesel;0
Denmark;45;Diesel;0
Denmark;1;LPG;0
Denmark;2;LPG;0
Denmark;3;LPG;1
Denmark;4;LPG;0
Denmark;5;LPG;0
Denmark;6;LPG;0
Denmark;7;LPG;2
Denmark;8;LPG;1
Denmark;9;LPG;1
Denmark;10;LPG;0
Denmark;11;LPG;0
Denmark;12;LPG;0
Denmark;13;LPG;0
Denmark;14;LPG;0
Denmark;15;LPG;0
Denmark;16;LPG;1
Denmark;17;LPG;0
Denmark;18;LPG;0
Denmark;19;LPG;0
Denmark;20;LPG;0
Denmark;21;LPG;0
Denmark;22;LPG;0
Denmark;23;LPG;0
Denmark;24;LPG;0
Denmark;25;LPG;0
Denmark;26;LPG;3
Denmark;27;LPG;0
Denmark;28;LPG;0
Denmark;29;LPG;0
Denmark;30;LPG;0
Denmark;31;LPG;0
Denmark;32;LPG;0
Denmark;33;LPG;0
Denmark;34;LPG;0
Denmark;35;LPG;0
Denmark;36;LPG;0
Denmark;37;LPG;0
Denmark;38;LPG;0
Denmark;39;LPG;0
Denmark;40;LPG;0
Denmark;41;LPG;0
Denmark;42;LPG;0
Denmark;43;LPG;0
Denmark;44;LPG;0
Denmark;45;LPG;0
Denmark;1;CNG;0
Denmark;2;CNG;0
Denmark;3;CNG;0
Denmark;4;CNG;0
Denmark;5;CNG;0
Denmark;6;CNG;0
Denmark;7;CNG;5
Denmark;8;CNG;5
Denmark;9;CNG;21
Denmark;10;CNG;10
Denmark;11;CNG;6
Denmark;12;CNG;14
Denmark;13;CNG;12
Denmark;14;CNG;1
Denmark;15;CNG;1
Denmark;16;CNG;0
Denmark;17;CNG;2
Denmark;18;CNG;1
Denmark;19;CNG;1
Denmark;20;CNG;0
Denmark;21;CNG;1
Denmark;22;CNG;0
Denmark;23;CNG;0
Denmark;24;CNG;0
Denmark;25;CNG;0
Denmark;26;CNG;1
Denmark;27;CNG;0
Denmark;28;CNG;0
Denmark;29;CNG;0
Denmark;30;CNG;0
Denmark;31;CNG;0
Denmark;32;CNG;0
Denmark;33;CNG;0
Denmark;34;CNG;0
Denmark;35;CNG;0
Denmark;36;CNG;0
Denmark;37;CNG;0
Denmark;38;CNG;0
Denmark;39;CNG;0
Denmark;40;CNG;0
Denmark;41;CNG;0
Denmark;42;CNG;0
Denmark;43;CNG;0
Denmark;44;CNG;0
Denmark;45;CNG;0
Denmark;1;BEV;130548
Denmark;2;BEV;100817
Denmark;3;BEV;97578
Denmark;4;BEV;81926
Denmark;5;BEV;75179
Denmark;6;BEV;33033
Denmark;7;BEV;10198
Denmark;8;BEV;2959
Denmark;9;BEV;1816
Denmark;10;BEV;1003
Denmark;11;BEV;3694
Denmark;12;BEV;1320
Denmark;13;BEV;407
Denmark;14;BEV;263
Denmark;15;BEV;138
Denmark;16;BEV;19
Denmark;17;BEV;39
Denmark;18;BEV;7
Denmark;19;BEV;5
Denmark;20;BEV;1
Denmark;21;BEV;0
Denmark;22;BEV;0
Denmark;23;BEV;3
Denmark;24;BEV;1
Denmark;25;BEV;1
Denmark;26;BEV;1
Denmark;27;BEV;1
Denmark;28;BEV;1
Denmark;29;BEV;1
Denmark;30;BEV;1
Denmark;31;BEV;0
Denmark;32;BEV;0
Denmark;33;BEV;0
Denmark;34;BEV;0
Denmark;35;BEV;0
Denmark;36;BEV;0
Denmark;37;BEV;0
Denmark;38;BEV;0
Denmark;39;BEV;0
Denmark;40;BEV;0
Denmark;41;BEV;0
Denmark;42;BEV;0
Denmark;43;BEV;0
Denmark;44;BEV;0
Denmark;45;BEV;0
Denmark;1;FCEV;0
Denmark;2;FCEV;0
Denmark;3;FCEV;1
Denmark;4;FCEV;0
Denmark;5;FCEV;4
Denmark;6;FCEV;1
Denmark;7;FCEV;2
Denmark;8;FCEV;0
Denmark;9;FCEV;0
Denmark;10;FCEV;2
Denmark;11;FCEV;3
Denmark;12;FCEV;0
Denmark;13;FCEV;0
Denmark;14;FCEV;0
Denmark;15;FCEV;0
Denmark;16;FCEV;0
Denmark;17;FCEV;0
Denmark;18;FCEV;0
Denmark;19;FCEV;0
Denmark;20;FCEV;0
Denmark;21;FCEV;0
Denmark;22;FCEV;0
Denmark;23;FCEV;0
Denmark;24;FCEV;0
Denmark;25;FCEV;0
Denmark;26;FCEV;1
Denmark;27;FCEV;0
Denmark;28;FCEV;0
Denmark;29;FCEV;0
Denmark;30;FCEV;0
Denmark;31;FCEV;0
Denmark;32;FCEV;0
Denmark;33;FCEV;0
Denmark;34;FCEV;0
Denmark;35;FCEV;0
Denmark;36;FCEV;0
Denmark;37;FCEV;0
Denmark;38;FCEV;0
Denmark;39;FCEV;0
Denmark;40;FCEV;0
Denmark;41;FCEV;0
Denmark;42;FCEV;0
Denmark;43;FCEV;0
Denmark;44;FCEV;0
Denmark;45;FCEV;0
Denmark;1;PHEV;4243
Denmark;2;PHEV;5380
Denmark;3;PHEV;12890
Denmark;4;PHEV;22756
Denmark;5;PHEV;40649
Denmark;6;PHEV;25086
Denmark;7;PHEV;5752
Denmark;8;PHEV;5344
Denmark;9;PHEV;2899
Denmark;10;PHEV;1451
Denmark;11;PHEV;1144
Denmark;12;PHEV;196
Denmark;13;PHEV;47
Denmark;14;PHEV;12
Denmark;15;PHEV;0
Denmark;16;PHEV;0
Denmark;17;PHEV;0
Denmark;18;PHEV;0
Denmark;19;PHEV;0
Denmark;20;PHEV;0
Denmark;21;PHEV;0
Denmark;22;PHEV;0
Denmark;23;PHEV;0
Denmark;24;PHEV;0
Denmark;25;PHEV;0
Denmark;26;PHEV;2
Denmark;27;PHEV;0
Denmark;28;PHEV;0
Denmark;29;PHEV;0
Denmark;30;PHEV;0
Denmark;31;PHEV;0
Denmark;32;PHEV;0
Denmark;33;PHEV;0
Denmark;34;PHEV;0
Denmark;35;PHEV;0
Denmark;36;PHEV;0
Denmark;37;PHEV;0
Denmark;38;PHEV;0
Denmark;39;PHEV;0
Denmark;40;PHEV;0
Denmark;41;PHEV;0
Denmark;42;PHEV;0
Denmark;43;PHEV;0
Denmark;44;PHEV;0
Denmark;45;PHEV;0
Denmark;1;Other;0
Denmark;2;Other;0
Denmark;3;Other;0
Denmark;4;Other;0
Denmark;5;Other;0
Denmark;6;Other;0
Denmark;7;Other;0
Denmark;8;Other;0
Denmark;9;Other;0
Denmark;10;Other;0
Denmark;11;Other;0
Denmark;12;Other;0
Denmark;13;Other;0
Denmark;14;Other;0
Denmark;15;Other;0
Denmark;16;Other;0
Denmark;17;Other;0
Denmark;18;Other;0
Denmark;19;Other;0
Denmark;20;Other;0
Denmark;21;Other;0
Denmark;22;Other;0
Denmark;23;Other;0
Denmark;24;Other;0
Denmark;25;Other;0
Denmark;26;Other;0
Denmark;27;Other;0
Denmark;28;Other;0
Denmark;29;Other;0
Denmark;30;Other;0
Denmark;31;Other;0
Denmark;32;Other;0
Denmark;33;Other;0
Denmark;34;Other;0
Denmark;35;Other;0
Denmark;36;Other;0
Denmark;37;Other;0
Denmark;38;Other;0
Denmark;39;Other;0
Denmark;40;Other;0
Denmark;41;Other;0
Denmark;42;Other;0
Denmark;43;Other;0
Denmark;44;Other;0
Denmark;45;Other;0
Switzerland;1;BEV;52508
Switzerland;1;CNG;3
Switzerland;1;Diesel;20433
Switzerland;1;D-HEV;9659
Switzerland;1;D-HEV;493
Switzerland;1;D-HEV;670
Switzerland;1;FCEV;4
Switzerland;1;CNG;1
Switzerland;1;Gasoline;54976
Switzerland;1;G-HEV;36968
Switzerland;1;G-HEV;18192
Switzerland;1;G-HEV;40458
Switzerland;1;LPG;10
Switzerland;1;REEV;213
Switzerland;2;BEV;45201
Switzerland;2;CNG;16
Switzerland;2;Diesel;29173
Switzerland;2;D-HEV;10672
Switzerland;2;D-HEV;476
Switzerland;2;D-HEV;2423
Switzerland;2;FCEV;6
Switzerland;2;Gasoline;72976
Switzerland;2;G-HEV;29443
Switzerland;2;G-HEV;9648
Switzerland;2;G-HEV;50215
Switzerland;2;LPG;18
Switzerland;2;Other;2
Switzerland;2;REEV;7
Switzerland;3;BEV;51896
Switzerland;3;CNG;45
Switzerland;3;Diesel;31315
Switzerland;3;D-HEV;4945
Switzerland;3;D-HEV;430
Switzerland;3;D-HEV;8479
Switzerland;3;FCEV;25
Switzerland;3;Gasoline;89524
Switzerland;3;G-HEV;12310
Switzerland;3;G-HEV;5166
Switzerland;3;G-HEV;64011
Switzerland;3;LPG;42
Switzerland;3;Other;4
Switzerland;4;BEV;39849
Switzerland;4;CNG;132
Switzerland;4;Diesel;33726
Switzerland;4;D-HEV;850
Switzerland;4;D-HEV;200
Switzerland;4;D-HEV;10633
Switzerland;4;FCEV;52
Switzerland;4;CNG;2
Switzerland;4;Gasoline;90581
Switzerland;4;G-HEV;1291
Switzerland;4;G-HEV;756
Switzerland;4;G-HEV;63031
Switzerland;4;LPG;30
Switzerland;4;Other;2
Switzerland;4;REEV;13
Switzerland;5;BEV;30224
Switzerland;5;CNG;280
Switzerland;5;Diesel;40761
Switzerland;5;D-HEV;55
Switzerland;5;D-HEV;3
Switzerland;5;D-HEV;10309
Switzerland;5;FCEV;51
Switzerland;5;Gasoline;102922
Switzerland;5;G-HEV;73
Switzerland;5;G-HEV;151
Switzerland;5;G-HEV;65719
Switzerland;5;LPG;57
Switzerland;5;Other;3
Switzerland;5;REEV;19
Switzerland;6;BEV;18826
Switzerland;6;CNG;522
Switzerland;6;Diesel;58493
Switzerland;6;D-HEV;19
Switzerland;6;D-HEV;2
Switzerland;6;D-HEV;5691
Switzerland;6;FCEV;32
Switzerland;6;Gasoline;120027
Switzerland;6;G-HEV;36
Switzerland;6;G-HEV;25
Switzerland;6;G-HEV;43602
Switzerland;6;LPG;36
Switzerland;6;Other;4
Switzerland;6;REEV;67
Switzerland;7;BEV;12328
Switzerland;7;CNG;1068
Switzerland;7;Diesel;81948
Switzerland;7;D-HEV;2
Switzerland;7;D-HEV;4088
Switzerland;7;FCEV;19
Switzerland;7;CNG;4
Switzerland;7;Gasoline;192681
Switzerland;7;G-HEV;23359
Switzerland;7;LPG;48
Switzerland;7;Other;6
Switzerland;7;REEV;12
Switzerland;8;BEV;4532
Switzerland;8;CNG;733
Switzerland;8;Diesel;88155
Switzerland;8;D-HEV;904
Switzerland;8;FCEV;11
Switzerland;8;CNG;2
Switzerland;8;Gasoline;181162
Switzerland;8;G-HEV;14135
Switzerland;8;LPG;53
Switzerland;8;Other;6
Switzerland;8;REEV;275
Switzerland;9;BEV;4109
Switzerland;9;CNG;688
Switzerland;9;Diesel;105421
Switzerland;9;D-HEV;258
Switzerland;9;Gasoline;171200
Switzerland;9;G-HEV;10833
Switzerland;9;LPG;30
Switzerland;9;Other;5
Switzerland;9;REEV;180
Switzerland;10;BEV;2718
Switzerland;10;CNG;810
Switzerland;10;Diesel;110344
Switzerland;10;D-HEV;508
Switzerland;10;FCEV;5
Switzerland;10;Gasoline;161191
Switzerland;10;G-HEV;8931
Switzerland;10;LPG;39
Switzerland;10;REEV;193
Switzerland;11;BEV;2499
Switzerland;11;CNG;841
Switzerland;11;Diesel;104883
Switzerland;11;D-HEV;776
Switzerland;11;FCEV;1
Switzerland;11;Gasoline;160820
Switzerland;11;G-HEV;1
Switzerland;11;G-HEV;6516
Switzerland;11;LPG;67
Switzerland;11;Other;6
Switzerland;11;REEV;408
Switzerland;12;BEV;1243
Switzerland;12;CNG;650
Switzerland;12;Diesel;87000
Switzerland;12;D-HEV;470
Switzerland;12;FCEV;1
Switzerland;12;CNG;1
Switzerland;12;Gasoline;150247
Switzerland;12;G-HEV;5316
Switzerland;12;LPG;40
Switzerland;12;Other;2
Switzerland;12;REEV;204
Switzerland;13;BEV;792
Switzerland;13;CNG;521
Switzerland;13;Diesel;81073
Switzerland;13;D-HEV;505
Switzerland;13;Gasoline;144330
Switzerland;13;G-HEV;1
Switzerland;13;G-HEV;5186
Switzerland;13;LPG;39
Switzerland;13;Other;3
Switzerland;13;REEV;122
Switzerland;14;BEV;259
Switzerland;14;CNG;259
Switzerland;14;Diesel;79857
Switzerland;14;D-HEV;520
Switzerland;14;CNG;2
Switzerland;14;Gasoline;144395
Switzerland;14;G-HEV;1
Switzerland;14;G-HEV;4477
Switzerland;14;LPG;41
Switzerland;14;Other;1
Switzerland;14;REEV;231
Switzerland;15;BEV;220
Switzerland;15;CNG;247
Switzerland;15;Diesel;63318
Switzerland;15;D-HEV;8
Switzerland;15;CNG;4
Switzerland;15;Gasoline;138929
Switzerland;15;G-HEV;3959
Switzerland;15;LPG;19
Switzerland;15;Other;4
Switzerland;15;REEV;19
Switzerland;16;BEV;44
Switzerland;16;CNG;267
Switzerland;16;Diesel;44940
Switzerland;16;D-HEV;2
Switzerland;16;CNG;2
Switzerland;16;Gasoline;118332
Switzerland;16;G-HEV;2643
Switzerland;16;LPG;39
Switzerland;16;Other;1
Switzerland;17;BEV;27
Switzerland;17;CNG;304
Switzerland;17;Diesel;33030
Switzerland;17;D-HEV;3
Switzerland;17;CNG;2
Switzerland;17;Gasoline;95478
Switzerland;17;G-HEV;2080
Switzerland;17;LPG;33
Switzerland;17;Other;4
Switzerland;18;BEV;13
Switzerland;18;CNG;258
Switzerland;18;Diesel;32650
Switzerland;18;D-HEV;4
Switzerland;18;CNG;3
Switzerland;18;Gasoline;87607
